Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Performance,Profit_Margin
13-12-2023,Smartwatch,Electronics,West,6,4812,662.54,Low,0.137684954
18-01-2022,Tablet,Electronics,North,6,5640,856.44,Low,0.151851064
23-09-2022,Smartwatch,Electronics,West,5,1840,307.09,Low,0.166896739
01-11-2024,Keyboard,Accessories,North,7,8071,435.51,Low,0.053959856
25-10-2022,Keyboard,Accessories,North,3,2400,297.07,Low,0.123779167
01-07-2023,Smartwatch,Electronics,East,6,3570,265.62,Low,0.074403361
27-03-2022,Laptop,Electronics,East,3,1758,245.92,Low,0.139886234
06-08-2023,Monitor,Accessories,North,4,3072,394.2,Low,0.128320313
16-08-2023,Mouse,Accessories,South,5,2185,136.1,Low,0.06228833
03-02-2023,Smartphone,Electronics,North,8,7664,1251.65,Medium,0.163315501
13-03-2024,Headphones,Accessories,West,5,1710,338.1,Low,0.197719298
17-08-2024,Printer,Office,South,2,1878,386.28,Low,0.205686901
22-07-2023,Tablet,Electronics,South,1,569,141.33,Low,0.248383128
05-04-2023,Smartwatch,Electronics,West,3,1488,296.36,Low,0.199166667
20-04-2024,Mouse,Accessories,West,9,9918,1956.17,Medium,0.197234321
19-12-2022,Smartwatch,Electronics,South,3,432,36.84,Low,0.085277778
18-09-2023,Tablet,Electronics,East,9,9828,1300.68,Medium,0.132344322
28-12-2024,Smartwatch,Electronics,North,5,3625,245.52,Low,0.067729655
17-05-2022,Smartwatch,Electronics,South,3,2187,491.13,Low,0.224567901
24-10-2023,Monitor,Accessories,South,5,5105,1003.4,Medium,0.1965524
09-12-2022,Headphones,Accessories,South,3,1392,345.78,Low,0.248405172
07-11-2022,Smartphone,Electronics,North,2,744,110.81,Low,0.148938172
05-06-2023,Smartwatch,Electronics,South,4,1724,233.21,Low,0.135272622
26-10-2023,Mouse,Accessories,West,5,1940,423.17,Low,0.218128866
28-07-2023,Mouse,Accessories,South,4,356,59.15,Low,0.166151685
26-05-2023,Monitor,Accessories,West,5,1095,269.87,Low,0.246456621
07-12-2022,Tablet,Electronics,North,8,4064,543.9,Low,0.133833661
20-11-2024,Smartwatch,Electronics,West,7,5453,1592.37,Medium,0.292017238
31-03-2024,Monitor,Accessories,South,8,7104,529.35,Low,0.074514358
17-04-2024,Keyboard,Accessories,East,9,2745,660.56,Low,0.240641166
06-05-2024,Camera,Electronics,North,5,1030,64.81,Low,0.06292233
25-02-2023,Tablet,Electronics,North,9,8973,471.86,Low,0.052586649
14-12-2022,Keyboard,Accessories,North,2,794,128.5,Low,0.161838791
20-12-2023,Printer,Office,South,6,2142,476.19,Low,0.222310924
13-10-2023,Headphones,Accessories,East,2,414,51.1,Low,0.123429952
14-06-2023,Tablet,Electronics,North,3,1416,220.7,Low,0.155861582
02-04-2022,Tablet,Electronics,South,3,2103,541.35,Low,0.257417974
20-06-2024,Camera,Electronics,West,3,861,173.49,Low,0.201498258
19-05-2024,Headphones,Accessories,West,3,2367,222.26,Low,0.093899451
16-01-2023,Tablet,Electronics,South,5,2435,688.82,Low,0.282882957
07-05-2023,Printer,Office,South,4,2456,163.61,Low,0.06661645
01-07-2023,Laptop,Electronics,East,4,3216,962.49,Low,0.299281716
25-07-2024,Smartwatch,Electronics,East,4,4324,833.11,Low,0.192671138
27-09-2023,Mouse,Accessories,South,4,2628,727.87,Low,0.276967275
12-08-2023,Keyboard,Accessories,West,8,8992,2018.64,High,0.224492883
24-07-2024,Laptop,Electronics,West,6,360,22.16,Low,0.061555556
26-07-2022,Tablet,Electronics,South,3,2067,479.39,Low,0.231925496
03-12-2024,Mouse,Accessories,South,9,3573,550.44,Low,0.154055416
15-08-2023,Laptop,Electronics,South,8,1800,142.86,Low,0.079366667
28-11-2023,Printer,Office,South,8,3912,334.1,Low,0.085403885
03-08-2022,Headphones,Accessories,North,8,5640,747.26,Low,0.132492908
02-09-2022,Tablet,Electronics,South,1,552,115.74,Low,0.209673913
25-04-2022,Mouse,Accessories,South,7,1428,289.65,Low,0.202836134
12-01-2022,Printer,Office,West,1,349,42.05,Low,0.120487106
30-10-2022,Tablet,Electronics,North,6,6402,1366.28,Medium,0.213414558
09-06-2023,Monitor,Accessories,East,9,657,185.95,Low,0.283028919
13-01-2023,Mouse,Accessories,West,7,5327,950.7,Low,0.178468181
27-01-2024,Keyboard,Accessories,North,4,4196,1152.45,Medium,0.274654433
04-11-2023,Laptop,Electronics,East,4,2892,863.47,Low,0.298571923
07-08-2024,Laptop,Electronics,West,9,2772,432.77,Low,0.156121934
13-07-2024,Smartwatch,Electronics,North,6,4692,1044.97,Medium,0.222713129
07-12-2022,Mouse,Accessories,East,6,2742,334.48,Low,0.121983953
16-01-2023,Smartphone,Electronics,North,8,8896,1154.96,Medium,0.129829137
21-11-2022,Mouse,Accessories,North,2,2344,385.19,Low,0.164330205
26-01-2022,Headphones,Accessories,South,7,4186,655.53,Low,0.156600573
14-11-2024,Tablet,Electronics,East,9,5238,1152.42,Medium,0.220011455
20-10-2022,Mouse,Accessories,North,3,2982,452.22,Low,0.151649899
14-05-2024,Smartwatch,Electronics,West,4,2580,602.5,Low,0.233527132
17-01-2024,Keyboard,Accessories,West,5,2675,671.6,Low,0.251065421
30-07-2024,Printer,Office,East,4,2396,608.5,Low,0.253964942
30-09-2024,Laptop,Electronics,West,5,1600,242.25,Low,0.15140625
09-09-2023,Smartwatch,Electronics,North,4,304,34.73,Low,0.114243421
24-05-2024,Keyboard,Accessories,East,9,2070,457.39,Low,0.220961353
12-09-2022,Printer,Office,North,5,1230,158.23,Low,0.128642276
29-05-2023,Camera,Electronics,South,6,6234,758.78,Low,0.121716394
27-01-2024,Headphones,Accessories,South,2,396,46.33,Low,0.116994949
17-08-2023,Mouse,Accessories,East,9,2349,244.18,Low,0.103950617
15-07-2023,Headphones,Accessories,North,9,5949,626.92,Low,0.105382417
15-01-2022,Printer,Office,East,7,5957,1433.85,Medium,0.240700017
04-12-2024,Headphones,Accessories,East,3,1989,299.79,Low,0.150723982
19-11-2024,Mouse,Accessories,South,1,1138,243.36,Low,0.213848858
15-04-2022,Tablet,Electronics,West,9,3321,689.64,Low,0.207660343
03-10-2023,Camera,Electronics,South,4,4480,592.82,Low,0.132325893
14-02-2023,Smartwatch,Electronics,East,3,1533,440.88,Low,0.287592955
10-02-2024,Mouse,Accessories,East,1,109,10.35,Low,0.094954128
07-04-2024,Smartphone,Electronics,South,4,2380,594.86,Low,0.249941176
22-08-2022,Printer,Office,South,8,2592,432.37,Low,0.166809414
08-12-2023,Laptop,Electronics,East,6,5112,1289.47,Medium,0.25224374
02-04-2023,Smartwatch,Electronics,North,8,9392,1753.08,Medium,0.186656729
21-10-2024,Laptop,Electronics,West,2,2386,381.83,Low,0.160029338
03-12-2024,Smartwatch,Electronics,South,5,465,71.23,Low,0.153182796
19-04-2023,Smartphone,Electronics,West,2,604,102.52,Low,0.169735099
02-10-2022,Smartwatch,Electronics,East,2,2216,650.27,Low,0.293443141
06-06-2023,Mouse,Accessories,East,4,1168,220.22,Low,0.188544521
26-01-2022,Monitor,Accessories,South,7,4088,230.43,Low,0.056367417
24-02-2022,Keyboard,Accessories,West,7,2597,152.09,Low,0.058563727
22-08-2023,Smartwatch,Electronics,West,3,2151,322.03,Low,0.149711762
08-09-2024,Laptop,Electronics,East,6,462,71.22,Low,0.154155844
23-10-2022,Mouse,Accessories,North,7,5957,1077.86,Medium,0.180940071
13-12-2023,Smartphone,Electronics,West,6,6978,2028.63,High,0.290717971
20-10-2024,Headphones,Accessories,South,1,282,72.5,Low,0.257092199
05-12-2023,Camera,Electronics,East,1,157,27.65,Low,0.17611465
14-07-2023,Monitor,Accessories,North,8,3304,404.33,Low,0.122375908
13-02-2022,Headphones,Accessories,North,3,3051,201.26,Low,0.065965257
16-06-2024,Mouse,Accessories,East,9,8082,1783.55,Medium,0.220681762
14-10-2024,Laptop,Electronics,West,3,510,110.38,Low,0.216431373
20-04-2024,Tablet,Electronics,East,8,3976,1170.36,Medium,0.294356137
26-12-2023,Smartphone,Electronics,East,9,828,59.99,Low,0.072451691
05-04-2023,Headphones,Accessories,West,7,2457,388.11,Low,0.157960928
02-08-2023,Camera,Electronics,North,4,3924,298.07,Low,0.075960754
30-11-2022,Headphones,Accessories,West,2,2018,227.75,Low,0.112859267
08-09-2024,Monitor,Accessories,West,3,2043,479.9,Low,0.234899657
07-06-2024,Printer,Office,West,5,1035,187.12,Low,0.180792271
12-08-2023,Smartwatch,Electronics,North,6,2724,675.53,Low,0.247991924
02-05-2023,Camera,Electronics,East,1,1120,127.32,Low,0.113678571
26-10-2024,Monitor,Accessories,North,6,3438,631.95,Low,0.183813264
27-09-2022,Smartwatch,Electronics,West,5,3170,379.27,Low,0.119643533
25-06-2023,Smartwatch,Electronics,East,4,660,83.96,Low,0.127212121
05-11-2022,Tablet,Electronics,East,7,4669,1088.15,Medium,0.233058471
12-08-2022,Smartwatch,Electronics,West,5,1045,89,Low,0.085167464
27-02-2022,Keyboard,Accessories,North,4,2724,229.47,Low,0.084240088
14-09-2023,Headphones,Accessories,West,8,5312,1583,Medium,0.298004518
23-11-2024,Tablet,Electronics,West,4,4252,445.18,Low,0.104698965
09-10-2024,Printer,Office,East,7,8057,1652.27,Medium,0.205072608
20-06-2023,Keyboard,Accessories,South,7,2023,274.25,Low,0.135565991
16-03-2024,Monitor,Accessories,South,8,9416,2125.54,High,0.225737043
27-11-2023,Monitor,Accessories,East,8,7560,494.34,Low,0.065388889
08-01-2023,Monitor,Accessories,West,2,828,50.07,Low,0.060471014
07-12-2023,Mouse,Accessories,West,1,527,27.45,Low,0.052087287
11-09-2022,Keyboard,Accessories,North,2,1160,206.49,Low,0.178008621
29-03-2022,Mouse,Accessories,West,5,5430,310.86,Low,0.057248619
15-01-2024,Tablet,Electronics,South,7,6874,454.53,Low,0.066123072
12-07-2023,Printer,Office,East,8,8952,1825.37,Medium,0.20390639
06-06-2022,Mouse,Accessories,East,8,416,67.81,Low,0.163004808
18-11-2023,Smartphone,Electronics,South,3,1680,140.27,Low,0.083494048
27-08-2022,Mouse,Accessories,South,7,4340,383.9,Low,0.088456221
16-01-2022,Laptop,Electronics,West,9,7650,2130.82,High,0.278538562
03-04-2024,Smartwatch,Electronics,West,8,6328,412.76,Low,0.06522756
19-08-2022,Keyboard,Accessories,West,2,1312,344,Low,0.262195122
21-01-2022,Camera,Electronics,East,9,8055,2300.17,High,0.285558038
19-03-2022,Camera,Electronics,South,2,840,153.61,Low,0.182869048
16-03-2023,Tablet,Electronics,South,9,9423,2794.89,High,0.296602993
30-12-2023,Monitor,Accessories,North,8,6520,1113.12,Medium,0.170723926
20-10-2022,Laptop,Electronics,North,3,1950,116.12,Low,0.059548718
16-10-2023,Camera,Electronics,South,6,5928,1177.2,Medium,0.198582996
29-07-2023,Camera,Electronics,South,7,4809,1418.72,Medium,0.295013516
04-06-2023,Smartphone,Electronics,West,4,356,23.4,Low,0.065730337
28-04-2023,Laptop,Electronics,South,2,570,94.39,Low,0.165596491
13-05-2022,Monitor,Accessories,East,7,7791,907.96,Low,0.116539597
10-05-2024,Smartwatch,Electronics,East,4,4168,494.48,Low,0.118637236
21-08-2023,Tablet,Electronics,North,2,684,183.85,Low,0.26878655
05-01-2024,Smartphone,Electronics,East,7,3857,447.99,Low,0.116149857
07-09-2024,Camera,Electronics,North,5,3250,699.99,Low,0.215381538
03-08-2023,Printer,Office,North,6,1194,79.62,Low,0.066683417
07-05-2023,Laptop,Electronics,West,6,3486,320.91,Low,0.092056799
05-08-2022,Monitor,Accessories,West,7,1554,370.97,Low,0.238719434
19-07-2024,Smartwatch,Electronics,North,3,2601,463.36,Low,0.178146867
15-11-2022,Headphones,Accessories,West,4,3616,745.75,Low,0.206236173
01-02-2023,Mouse,Accessories,West,5,3350,986.33,Low,0.294426866
20-12-2023,Smartwatch,Electronics,South,5,2545,588.47,Low,0.231225933
26-08-2024,Monitor,Accessories,East,1,545,68.28,Low,0.125284404
19-12-2023,Mouse,Accessories,North,7,1470,178.85,Low,0.121666667
30-11-2023,Camera,Electronics,South,3,3126,870.95,Low,0.278614843
27-12-2024,Laptop,Electronics,West,3,1368,302.29,Low,0.220972222
21-12-2024,Headphones,Accessories,East,9,7083,1353.39,Medium,0.191075815
28-01-2024,Printer,Office,East,2,1994,453.74,Low,0.227552658
03-09-2022,Camera,Electronics,North,4,4716,1084.16,Medium,0.229889737
29-02-2024,Monitor,Accessories,South,1,975,125.85,Low,0.129076923
21-04-2023,Smartphone,Electronics,West,9,9891,1774.03,Medium,0.179358002
24-05-2024,Smartwatch,Electronics,South,2,626,159.49,Low,0.254776358
19-05-2024,Monitor,Accessories,East,8,5632,1620.04,Medium,0.287649148
10-09-2024,Printer,Office,West,3,2568,734.6,Low,0.28605919
12-09-2023,Tablet,Electronics,East,7,5285,629.07,Low,0.119029328
08-11-2023,Camera,Electronics,East,2,516,122.77,Low,0.237926357
31-05-2022,Monitor,Accessories,East,3,2139,503.08,Low,0.235194016
05-01-2023,Laptop,Electronics,East,9,8136,1923.89,Medium,0.236466323
25-10-2024,Laptop,Electronics,West,5,2130,318.99,Low,0.149760563
01-04-2024,Headphones,Accessories,South,5,3445,202.15,Low,0.058679245
16-12-2024,Tablet,Electronics,East,8,5376,429.84,Low,0.079955357
05-08-2023,Printer,Office,West,6,3006,730.14,Low,0.242894212
31-12-2022,Headphones,Accessories,North,7,3941,1113.85,Medium,0.282631312
10-03-2023,Monitor,Accessories,North,5,3350,389.95,Low,0.116402985
05-05-2024,Printer,Office,South,3,2019,265.44,Low,0.131471025
09-06-2022,Headphones,Accessories,North,8,2416,403.38,Low,0.166961921
13-05-2022,Monitor,Accessories,West,8,6160,684.71,Low,0.111154221
07-04-2022,Printer,Office,East,4,2796,682.65,Low,0.244152361
19-12-2024,Smartwatch,Electronics,South,7,7700,1573.41,Medium,0.204338961
17-06-2024,Smartwatch,Electronics,West,5,2095,193.93,Low,0.092568019
25-09-2024,Camera,Electronics,North,5,5990,1548.62,Medium,0.258534224
27-12-2024,Smartwatch,Electronics,North,2,1206,307.02,Low,0.254577114
15-03-2024,Smartwatch,Electronics,South,5,1330,285.78,Low,0.21487218
25-07-2022,Camera,Electronics,West,6,2706,766.68,Low,0.283325942
14-01-2023,Laptop,Electronics,East,3,426,50.8,Low,0.119248826
13-11-2024,Tablet,Electronics,West,1,414,50.26,Low,0.121400966
29-06-2024,Laptop,Electronics,East,5,5465,546.33,Low,0.099968893
22-05-2024,Tablet,Electronics,South,3,726,71.06,Low,0.097878788
30-04-2022,Smartwatch,Electronics,East,1,1001,225.75,Low,0.225524476
16-02-2022,Mouse,Accessories,West,9,7362,1866.65,Medium,0.253552024
14-05-2022,Keyboard,Accessories,East,4,2284,576.59,Low,0.252447461
17-12-2022,Tablet,Electronics,East,4,2940,566.36,Low,0.192639456
16-05-2023,Printer,Office,South,4,3068,868.89,Low,0.283210561
07-08-2024,Smartphone,Electronics,North,3,3477,862.21,Low,0.247975266
04-08-2024,Smartwatch,Electronics,West,9,4014,204.48,Low,0.050941704
07-08-2024,Monitor,Accessories,North,8,7200,804.53,Low,0.111740278
03-04-2024,Smartwatch,Electronics,West,3,735,134.53,Low,0.183034014
31-01-2023,Monitor,Accessories,East,3,2964,446.54,Low,0.150654521
25-03-2022,Camera,Electronics,West,9,3699,276.07,Low,0.074633685
14-05-2022,Printer,Office,West,3,1563,221.62,Low,0.141791427
13-07-2023,Mouse,Accessories,South,2,124,32.27,Low,0.260241935
03-07-2023,Mouse,Accessories,North,2,416,71.68,Low,0.172307692
07-03-2023,Camera,Electronics,South,8,2624,294.24,Low,0.112134146
04-11-2024,Headphones,Accessories,East,4,1636,134.85,Low,0.08242665
24-12-2023,Headphones,Accessories,East,8,8200,1978.93,Medium,0.241332927
10-03-2022,Mouse,Accessories,East,5,5615,715.58,Low,0.127440784
30-09-2022,Printer,Office,East,5,3085,413.52,Low,0.134042139
07-12-2024,Keyboard,Accessories,South,6,3198,913.76,Low,0.28572858
13-02-2022,Camera,Electronics,West,4,1848,374.66,Low,0.202738095
11-04-2023,Smartwatch,Electronics,North,4,652,116.06,Low,0.178006135
22-11-2022,Mouse,Accessories,South,6,2940,609.99,Low,0.207479592
29-05-2022,Headphones,Accessories,East,4,3912,454.89,Low,0.116280675
09-10-2022,Tablet,Electronics,South,8,9392,891.07,Low,0.094875426
21-10-2022,Monitor,Accessories,West,1,312,43.01,Low,0.137852564
24-11-2023,Laptop,Electronics,East,9,7731,1459.74,Medium,0.188816453
23-06-2023,Tablet,Electronics,West,1,1081,229.32,Low,0.21213691
16-08-2023,Smartphone,Electronics,West,6,1926,393.01,Low,0.204055036
26-07-2022,Monitor,Accessories,East,3,936,88.51,Low,0.094561966
29-12-2024,Laptop,Electronics,South,9,8550,1970.98,Medium,0.230523977
24-08-2023,Monitor,Accessories,North,4,2468,457.51,Low,0.185376823
04-09-2023,Tablet,Electronics,West,3,801,90.34,Low,0.11278402
03-01-2023,Laptop,Electronics,East,9,2655,701.11,Low,0.264071563
30-11-2023,Smartwatch,Electronics,West,8,3928,700.38,Low,0.178304481
11-07-2024,Monitor,Accessories,East,8,6488,1438.34,Medium,0.221692355
03-02-2024,Headphones,Accessories,West,9,7695,1749.26,Medium,0.227324237
19-07-2023,Headphones,Accessories,West,2,1856,468.19,Low,0.252257543
14-04-2022,Smartwatch,Electronics,North,7,1519,403.63,Low,0.265720869
19-01-2024,Tablet,Electronics,West,3,3549,996.05,Low,0.280656523
12-09-2024,Laptop,Electronics,East,3,1656,378.84,Low,0.228768116
24-08-2024,Keyboard,Accessories,North,7,812,175.55,Low,0.216194581
25-12-2022,Mouse,Accessories,North,5,3730,864.41,Low,0.231745308
24-12-2023,Monitor,Accessories,South,1,1161,210.87,Low,0.181627907
18-05-2022,Headphones,Accessories,North,3,2256,282.52,Low,0.125230496
28-09-2024,Monitor,Accessories,East,1,359,78.17,Low,0.217743733
23-03-2024,Headphones,Accessories,East,2,130,11.1,Low,0.085384615
26-09-2022,Mouse,Accessories,South,8,4248,831.54,Low,0.195748588
04-10-2024,Camera,Electronics,South,5,1825,221.47,Low,0.121353425
25-09-2024,Keyboard,Accessories,East,2,876,224.01,Low,0.255719178
03-01-2023,Camera,Electronics,North,9,9180,2752.84,High,0.299873638
26-03-2024,Monitor,Accessories,West,5,1765,160.89,Low,0.091155807
06-10-2022,Monitor,Accessories,South,2,1504,164.51,Low,0.109381649
30-06-2022,Keyboard,Accessories,South,9,1881,430.78,Low,0.229016481
16-01-2022,Keyboard,Accessories,East,9,7425,1533.72,Medium,0.206561616
16-10-2022,Tablet,Electronics,East,9,720,192.83,Low,0.267819444
07-05-2024,Smartphone,Electronics,West,5,2985,698.22,Low,0.233909548
04-01-2022,Laptop,Electronics,North,9,711,200.11,Low,0.281448664
13-08-2024,Printer,Office,South,6,6276,1396.25,Medium,0.222474506
13-01-2023,Mouse,Accessories,East,7,7966,955.8,Low,0.119984936
14-03-2023,Headphones,Accessories,East,8,4200,854.89,Low,0.203545238
17-05-2024,Laptop,Electronics,East,7,455,80,Low,0.175824176
15-10-2024,Keyboard,Accessories,South,8,5040,465.36,Low,0.092333333
11-09-2023,Mouse,Accessories,East,1,856,87.69,Low,0.102441589
20-07-2023,Monitor,Accessories,West,5,5230,385.77,Low,0.073760994
19-03-2022,Laptop,Electronics,South,5,4635,769.03,Low,0.165918015
07-12-2024,Laptop,Electronics,East,6,5508,360.28,Low,0.065410312
06-06-2023,Smartphone,Electronics,North,1,258,27.01,Low,0.104689922
13-07-2023,Smartphone,Electronics,East,1,677,88.41,Low,0.130590842
10-07-2023,Monitor,Accessories,West,5,4545,755.05,Low,0.166127613
09-09-2024,Smartphone,Electronics,South,5,4370,1255.36,Medium,0.287267735
06-01-2023,Keyboard,Accessories,East,3,372,57.51,Low,0.154596774
05-09-2024,Camera,Electronics,West,9,3177,629.96,Low,0.198287693
19-04-2023,Printer,Office,South,7,1659,127.48,Low,0.076841471
20-04-2023,Tablet,Electronics,South,3,3360,759.31,Low,0.225985119
02-03-2023,Smartphone,Electronics,West,2,1132,290.56,Low,0.256678445
05-10-2024,Smartwatch,Electronics,East,5,1815,468.62,Low,0.258192837
11-11-2023,Mouse,Accessories,North,1,459,125.19,Low,0.272745098
15-11-2023,Smartphone,Electronics,West,1,1128,73.74,Low,0.06537234
30-10-2024,Monitor,Accessories,East,6,1170,104.63,Low,0.08942735
01-08-2022,Smartwatch,Electronics,North,5,4420,380.69,Low,0.086128959
29-02-2024,Smartphone,Electronics,West,6,456,69.15,Low,0.151644737
25-02-2024,Tablet,Electronics,North,2,1458,154.79,Low,0.106165981
24-06-2024,Monitor,Accessories,West,7,2989,197.58,Low,0.066102375
20-12-2024,Camera,Electronics,North,4,3424,845.68,Low,0.246985981
14-10-2024,Mouse,Accessories,West,2,1226,124.25,Low,0.10134584
16-11-2024,Laptop,Electronics,North,8,6760,1097.63,Medium,0.162371302
25-09-2023,Smartphone,Electronics,West,1,111,13.61,Low,0.122612613
09-06-2023,Printer,Office,North,5,3275,222.29,Low,0.067874809
08-09-2024,Headphones,Accessories,North,3,2508,498.69,Low,0.198839713
01-09-2024,Keyboard,Accessories,South,8,904,202.35,Low,0.223838496
05-09-2024,Printer,Office,West,3,1506,427.84,Low,0.284090305
23-10-2022,Smartphone,Electronics,South,3,987,97.01,Low,0.098287741
29-01-2022,Smartphone,Electronics,East,7,2968,728.94,Low,0.24559973
17-03-2022,Mouse,Accessories,South,5,4200,746.86,Low,0.17782381
16-01-2024,Smartwatch,Electronics,North,5,1645,313.66,Low,0.190674772
25-11-2024,Printer,Office,East,3,3282,492.59,Low,0.150088361
13-02-2022,Headphones,Accessories,East,9,4914,1160.45,Medium,0.236151811
30-03-2023,Laptop,Electronics,North,6,3924,762.96,Low,0.194434251
12-09-2023,Headphones,Accessories,South,6,420,65.62,Low,0.156238095
28-06-2024,Printer,Office,West,4,1544,106.02,Low,0.068665803
29-08-2022,Headphones,Accessories,East,2,2046,233.47,Low,0.114110459
22-11-2023,Headphones,Accessories,West,2,1548,157.48,Low,0.101731266
10-05-2023,Keyboard,Accessories,North,4,3184,478.27,Low,0.150210427
17-10-2024,Printer,Office,South,5,3385,774.86,Low,0.228909897
11-10-2023,Monitor,Accessories,North,1,59,10.32,Low,0.174915254
18-05-2024,Monitor,Accessories,South,8,5976,1016.99,Medium,0.17017905
30-01-2023,Mouse,Accessories,West,3,1791,122.5,Low,0.068397543
13-01-2023,Smartwatch,Electronics,West,2,1644,189.32,Low,0.115158151
17-05-2024,Tablet,Electronics,West,8,6584,544.62,Low,0.082718712
03-08-2022,Headphones,Accessories,East,5,1620,325.87,Low,0.201154321
06-02-2024,Mouse,Accessories,West,9,2736,407.22,Low,0.148837719
11-04-2024,Monitor,Accessories,South,4,1064,274.47,Low,0.257960526
18-06-2024,Camera,Electronics,South,7,2667,363.5,Low,0.136295463
03-04-2023,Headphones,Accessories,South,3,735,217.79,Low,0.296312925
18-12-2024,Laptop,Electronics,East,1,58,11.25,Low,0.193965517
25-04-2023,Camera,Electronics,South,7,3136,850.3,Low,0.271141582
17-09-2023,Mouse,Accessories,East,4,3936,374.34,Low,0.095106707
23-11-2022,Smartphone,Electronics,East,9,6102,947.91,Low,0.155344149
17-05-2024,Smartphone,Electronics,North,8,9408,552.44,Low,0.058720238
14-12-2022,Mouse,Accessories,South,9,7875,1243.56,Medium,0.157912381
13-10-2024,Keyboard,Accessories,North,9,9900,576.8,Low,0.058262626
16-10-2024,Keyboard,Accessories,North,2,430,114.91,Low,0.267232558
18-09-2023,Mouse,Accessories,South,3,813,238.1,Low,0.292865929
09-12-2023,Camera,Electronics,South,4,4176,980.11,Low,0.23470067
02-10-2023,Camera,Electronics,South,4,3084,348.38,Low,0.112963684
31-03-2022,Mouse,Accessories,West,7,8008,1593.65,Medium,0.199007243
12-06-2024,Smartwatch,Electronics,South,4,4608,963.5,Low,0.209092882
16-06-2024,Headphones,Accessories,West,4,4356,614.62,Low,0.141097337
04-09-2023,Printer,Office,South,1,566,169.17,Low,0.298886926
02-12-2022,Laptop,Electronics,East,7,945,75.21,Low,0.079587302
12-11-2022,Smartwatch,Electronics,North,4,2200,484.33,Low,0.22015
30-12-2024,Mouse,Accessories,North,1,746,131.25,Low,0.175938338
06-12-2024,Monitor,Accessories,East,5,3505,678.18,Low,0.193489301
26-05-2024,Monitor,Accessories,East,5,4795,819.12,Low,0.170827946
20-10-2024,Monitor,Accessories,North,5,4590,650.05,Low,0.141623094
04-05-2023,Monitor,Accessories,North,4,2092,467.02,Low,0.223240918
09-05-2024,Mouse,Accessories,South,8,3568,334.13,Low,0.0936463
07-12-2023,Smartphone,Electronics,West,9,10404,2028.21,High,0.194945213
10-12-2022,Printer,Office,South,9,7029,1005.58,Medium,0.143061602
21-11-2022,Laptop,Electronics,West,8,664,126.6,Low,0.190662651
20-11-2024,Tablet,Electronics,West,3,1923,274,Low,0.142485699
30-11-2022,Printer,Office,West,7,2471,566.51,Low,0.229263456
03-01-2024,Smartphone,Electronics,North,2,258,64.12,Low,0.248527132
29-10-2024,Smartwatch,Electronics,East,9,1134,267.26,Low,0.235679012
24-09-2024,Headphones,Accessories,East,5,855,238.83,Low,0.279333333
09-04-2024,Smartwatch,Electronics,West,9,3231,670.85,Low,0.207629217
05-09-2024,Tablet,Electronics,South,7,3591,266.59,Low,0.074238374
03-02-2024,Camera,Electronics,East,2,254,20.48,Low,0.080629921
17-03-2023,Smartphone,Electronics,South,5,5930,1193.32,Medium,0.201234401
15-07-2024,Headphones,Accessories,West,2,1344,297.99,Low,0.22171875
20-03-2023,Laptop,Electronics,East,1,920,98.31,Low,0.106858696
28-08-2022,Printer,Office,North,9,5454,385.51,Low,0.070683902
01-12-2022,Laptop,Electronics,West,8,9512,663.23,Low,0.06972561
21-01-2023,Mouse,Accessories,North,4,2972,827.46,Low,0.278418573
23-05-2024,Smartwatch,Electronics,West,3,3360,465.02,Low,0.13839881
24-10-2022,Tablet,Electronics,West,4,1004,240.13,Low,0.239173307
25-12-2024,Headphones,Accessories,West,2,1944,332.55,Low,0.171064815
18-09-2023,Monitor,Accessories,East,5,5055,1200.09,Medium,0.237406528
18-07-2022,Smartwatch,Electronics,West,2,128,8.33,Low,0.065078125
09-03-2024,Smartphone,Electronics,East,3,633,163.03,Low,0.257551343
14-12-2022,Printer,Office,South,3,2523,506.7,Low,0.200832342
06-11-2023,Printer,Office,West,1,196,39.6,Low,0.202040816
11-02-2022,Printer,Office,East,9,4212,552.96,Low,0.131282051
28-03-2024,Monitor,Accessories,North,1,63,17.29,Low,0.274444444
02-07-2023,Mouse,Accessories,South,8,2752,394.66,Low,0.14340843
11-11-2024,Mouse,Accessories,West,3,1989,419.61,Low,0.210965309
09-03-2024,Laptop,Electronics,East,8,8032,466.19,Low,0.058041584
21-01-2022,Tablet,Electronics,South,6,3702,407.34,Low,0.110032415
17-10-2022,Smartwatch,Electronics,East,8,456,90.24,Low,0.197894737
10-02-2023,Camera,Electronics,West,7,5355,1143.16,Medium,0.213475257
04-03-2024,Camera,Electronics,West,1,972,261.91,Low,0.269454733
08-01-2022,Headphones,Accessories,South,5,3290,797.82,Low,0.24249848
24-11-2022,Laptop,Electronics,East,1,735,139.31,Low,0.189537415
24-10-2024,Tablet,Electronics,North,3,3336,798.26,Low,0.239286571
03-10-2022,Keyboard,Accessories,West,3,2082,346.53,Low,0.166440922
18-07-2024,Keyboard,Accessories,East,2,1340,129.89,Low,0.096932836
13-03-2022,Laptop,Electronics,East,5,1160,227.13,Low,0.195801724
21-09-2024,Monitor,Accessories,East,4,1272,299.84,Low,0.23572327
14-01-2022,Printer,Office,West,3,2817,588.47,Low,0.208899539
